type,subject,grade,difficulty,language,question,statement,answers,correct_index,correct_answer,explanation,unit,image_url,tags,time_limit,created_at,updated_at
multiple-choice,general-knowledge,6,2,en,Which planet is known as the Red Planet?,,"[""Mars"", ""Jupiter"", ""Venus"", ""Mercury""]",0,,Mars is called the Red Planet due to iron oxide (rust) on its surface.,,,"[""general-knowledge"", ""en"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,2,3,en,How many letters are in the word 'banana'?,,,,6,Count the letters in the word.,,,"[""language"", ""spelling"", ""en"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,3,3,de,Was ist der Plural von 'mouse' auf Englisch?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' ist ein unregelmäßiger Plural.,,,"[""language"", ""grammar"", ""de"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,1,4,fr,Quelle planète est connue comme la planète rouge ?,,"[""Mars"", ""Jupiter"", ""V\u00e9nus"", ""Mercure""]",0,,Mars est appelée la planète rouge à cause de l'oxyde de fer.,,,"[""general-knowledge"", ""fr"", ""grade-1"", ""diff-4""]",30600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,2,2,fr,,17 est un nombre pair.,,,False,Les nombres pairs sont divisibles par 2.,,,"[""math"", ""true-false"", ""fr"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,language,6,2,en,Which shape is shown in the image?,,"[""Circle"", ""Square"", ""Triangle"", ""Rectangle""]",1,,Identify the basic geometric shape.,,https://picsum.photos/seed/img588/400/300,"[""language"", ""image"", ""en"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,6,3,de,Wähle den richtigen Artikel: '___ apple',,"[""an"", ""a"", ""the"", ""\u2014""]",0,,'apple' beginnt mit Vokal → 'an'.,,,"[""language"", ""grammar"", ""de"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,general-knowledge,5,4,en,Which shape is shown in the image?,,"[""Circle"", ""Square"", ""Triangle"", ""Rectangle""]",2,,Identify the basic geometric shape.,,https://picsum.photos/seed/img590/400/300,"[""general-knowledge"", ""image"", ""en"", ""grade-5"", ""diff-4""]",17000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,1,3,en,What is 16 + 41?,,"[""59"", ""56"", ""58"", ""57""]",3,,The correct result is 57.,,,"[""math"", ""arithmetic"", ""en"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,1,en,What is 38 + 45?,,"[""84"", ""82"", ""85"", ""83""]",3,,The correct result is 83.,,,"[""math"", ""arithmetic"", ""en"", ""grade-5"", ""diff-1""]",8000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,1,3,en,What is 4 + 23?,,"[""27"", ""26"", ""29"", ""28""]",0,,The correct result is 27.,,,"[""math"", ""arithmetic"", ""en"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,4,fr,Combien font 11 ÷ 5 ? (arrondir à l'entier le plus proche),,"[""4"", ""1"", ""3"", ""2""]",3,,Le résultat correct est 2.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-5"", ""diff-4""]",17000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,4,3,de,Wie viel ist 54 ÷ 5? (auf ganze Zahl runden),,"[""10"", ""11"", ""12"", ""13""]",1,,Das richtige Ergebnis ist 11.,,,"[""math"", ""arithmetic"", ""de"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,4,1,fr,Quelle planète est connue comme la planète rouge ?,,"[""Mars"", ""Jupiter"", ""V\u00e9nus"", ""Mercure""]",0,,Mars est appelée la planète rouge à cause de l'oxyde de fer.,,,"[""general-knowledge"", ""fr"", ""grade-4"", ""diff-1""]",9600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,3,4,de,Wie hoch ist die normale Körpertemperatur (°C)?,,"[""36,5\u201337,5\u00b0C"", ""20\u201325\u00b0C"", ""15\u201318\u00b0C"", ""40\u201342\u00b0C""]",0,,"Der Normalbereich liegt bei ca. 36,5–37,5°C.",,,"[""general-knowledge"", ""de"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,6,4,en,What is 51 − 2?,,"[""51"", ""50"", ""48"", ""49""]",3,,The correct result is 49.,,,"[""math"", ""arithmetic"", ""en"", ""grade-6"", ""diff-4""]",13600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,3,2,en,What is 545 + 684?,,,,1229,545+684=1229.,,,"[""math"", ""number-input"", ""en"", ""grade-3"", ""diff-2""]",15400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,6,1,en,"In a food chain, which is a plant?",,"[""Producer"", ""Consumer"", ""Decomposer"", ""Predator""]",0,,Plants are producers.,,,"[""general-knowledge"", ""en"", ""grade-6"", ""diff-1""]",6400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,3,3,de,Ein Quadrat hat Seitenlänge 24 cm. Wie groß ist sein Umfang?,,"[""96"", ""92"", ""100"", ""104""]",0,,Das richtige Ergebnis ist 96.,,,"[""math"", ""arithmetic"", ""de"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,6,3,en,What is the plural of 'mouse'?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' is an irregular plural.,,,"[""language"", ""grammar"", ""en"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,5,4,en,Choose the correct form: 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Plural subject uses 'are'.,,,"[""language"", ""grammar"", ""en"", ""grade-5"", ""diff-4""]",17000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,4,4,de,Ein Rechteck hat Breite 4 cm und Höhe 8 cm. Wie groß ist die Fläche?,,,,32,Fläche = 4×8=32 cm².,cm^2,,"[""math"", ""number-input"", ""de"", ""grade-4"", ""diff-4""]",20400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,math,4,1,fr,Quelle forme est montrée sur l'image ?,,"[""Cercle"", ""Carr\u00e9"", ""Triangle"", ""Rectangle""]",1,,Identifiez la forme géométrique simple.,,https://picsum.photos/seed/img605/400/300,"[""math"", ""image"", ""fr"", ""grade-4"", ""diff-1""]",9600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,5,3,fr,,Il y a 7 continents sur Terre.,,,True,Le modèle courant compte 7 continents.,,,"[""geography"", ""true-false"", ""fr"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,2,1,fr,Choisissez la forme correcte : 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Le pluriel utilise 'are'.,,,"[""language"", ""grammar"", ""fr"", ""grade-2"", ""diff-1""]",12800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,language,4,5,de,,Im Englischen beginnt ein Satz mit einem Großbuchstaben.,,,True,Das ist eine Standardregel der Grammatik.,,,"[""language"", ""true-false"", ""de"", ""grade-4"", ""diff-5""]",24000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,6,2,fr,Quelle est la hauteur (en mètres) de la tour Eiffel environ ? (entier),,,,324,La tour Eiffel fait ~324 m.,m,,"[""geography"", ""number-input"", ""fr"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,4,2,en,A rectangle has width 13cm and height 16cm. What is its area?,,,,208,Area = 13×16=208 cm².,cm^2,,"[""math"", ""number-input"", ""en"", ""grade-4"", ""diff-2""]",13200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,6,3,fr,Quelle est la capitale de Croatia ?,,"[""Amsterdam"", ""Paris"", ""Zagreb"", ""Belgrade""]",2,,La capitale de Croatia est Zagreb.,,,"[""geography"", ""capitals"", ""fr"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,6,3,fr,Combien de jours y a-t-il dans une année bissextile ?,,,,366,Les années bissextiles ont 366 jours.,,,"[""general-knowledge"", ""number-input"", ""fr"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,3,1,en,,Pristina is the capital of Egypt.,,,False,The capital of Egypt is Cairo.,,,"[""geography"", ""true-false"", ""en"", ""grade-3"", ""diff-1""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,4,3,en,What is 19 − 6?,,"[""15"", ""14"", ""12"", ""13""]",3,,The correct result is 13.,,,"[""math"", ""arithmetic"", ""en"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,6,3,de,Wieviele Buchstaben hat das Wort 'banana' (engl.)?,,,,6,Zähle die Buchstaben des englischen Wortes.,,,"[""language"", ""spelling"", ""de"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,5,5,en,Choose the correct form: 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Plural subject uses 'are'.,,,"[""language"", ""grammar"", ""en"", ""grade-5"", ""diff-5""]",20000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,6,4,en,Which planet is known as the Red Planet?,,"[""Mars"", ""Jupiter"", ""Venus"", ""Mercury""]",0,,Mars is called the Red Planet due to iron oxide (rust) on its surface.,,,"[""general-knowledge"", ""en"", ""grade-6"", ""diff-4""]",13600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,4,3,fr,Combien de jours y a-t-il dans une année bissextile ?,,,,366,Les années bissextiles ont 366 jours.,,,"[""general-knowledge"", ""number-input"", ""fr"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,4,2,en,On which continent is Norway?,,"[""South America"", ""North America"", ""Europe"", ""Africa""]",2,,Norway is in Europe.,,,"[""geography"", ""continents"", ""en"", ""grade-4"", ""diff-2""]",13200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,1,3,en,What is the capital of Russia?,,"[""Bern"", ""Prague"", ""Kyiv"", ""Moscow""]",3,,The capital of Russia is Moscow.,,,"[""geography"", ""capitals"", ""en"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,3,3,en,How many continents are there on Earth?,,,,7,Standard model is 7.,,,"[""geography"", ""number-input"", ""en"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,3,en,What is 43 + 27?,,"[""72"", ""71"", ""69"", ""70""]",3,,The correct result is 70.,,,"[""math"", ""arithmetic"", ""en"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,1,de,Wie viel ist 11 × 9?,,"[""103"", ""99"", ""96"", ""98""]",1,,Das richtige Ergebnis ist 99.,,,"[""math"", ""arithmetic"", ""de"", ""grade-5"", ""diff-1""]",8000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,5,2,en,Choose the correct article: '___ apple',,"[""an"", ""a"", ""the"", ""\u2014""]",0,,'apple' starts with a vowel sound → 'an'.,,,"[""language"", ""grammar"", ""en"", ""grade-5"", ""diff-2""]",11000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,1,3,fr,Combien de jours y a-t-il dans une année bissextile ?,,,,366,Les années bissextiles ont 366 jours.,,,"[""general-knowledge"", ""number-input"", ""fr"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,2,3,en,What is the capital of Japan?,,"[""Tokyo"", ""Prague"", ""Bras\u00edlia"", ""Canberra""]",0,,The capital of Japan is Tokyo.,,,"[""geography"", ""capitals"", ""en"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,2,1,de,Welcher Planet ist als der Rote Planet bekannt?,,"[""Mars"", ""Jupiter"", ""Venus"", ""Merkur""]",0,,Mars heißt der Rote Planet wegen Eisenoxid (Rost) auf der Oberfläche.,,,"[""general-knowledge"", ""de"", ""grade-2"", ""diff-1""]",12800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,4,1,en,How many letters are in the word 'mountain'?,,,,8,Count the letters in the word.,,,"[""language"", ""spelling"", ""en"", ""grade-4"", ""diff-1""]",9600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,language,3,1,fr,,"En anglais, une phrase commence par une majuscule.",,,True,Règle grammaticale standard.,,,"[""language"", ""true-false"", ""fr"", ""grade-3"", ""diff-1""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,6,3,en,What is normal human body temperature (°C)?,,"[""36.5\u201337.5\u00b0C"", ""20\u201325\u00b0C"", ""15\u201318\u00b0C"", ""40\u201342\u00b0C""]",0,,Normal range is about 36.5–37.5°C.,,,"[""general-knowledge"", ""en"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,4,1,fr,Un carré a un côté de 16 cm. Quel est son périmètre ?,,"[""60"", ""68"", ""64"", ""72""]",2,,Le résultat correct est 64.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-4"", ""diff-1""]",9600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,5,1,de,Ein Rechteck hat Breite 13 cm und Höhe 22 cm. Wie groß ist die Fläche?,,,,286,Fläche = 13×22=286 cm².,cm^2,,"[""math"", ""number-input"", ""de"", ""grade-5"", ""diff-1""]",8000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,2,1,fr,"Dans une chaîne alimentaire, qu'est-ce qui est une plante ?",,"[""Producteur"", ""Consommateur"", ""D\u00e9composeur"", ""Pr\u00e9dateur""]",0,,Les plantes sont des producteurs.,,,"[""general-knowledge"", ""fr"", ""grade-2"", ""diff-1""]",12800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,1,3,fr,Combien de jours y a-t-il dans une année bissextile ?,,,,366,Les années bissextiles ont 366 jours.,,,"[""general-knowledge"", ""number-input"", ""fr"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,4,1,fr,Combien font 121 ÷ 10 ? (arrondir à l'entier le plus proche),,"[""14"", ""11"", ""12"", ""13""]",2,,Le résultat correct est 12.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-4"", ""diff-1""]",9600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,4,3,en,,Warsaw is the capital of Poland.,,,True,Correct capital-country pair.,,,"[""geography"", ""true-false"", ""en"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,2,1,de,,Es gibt 7 Kontinente auf der Erde.,,,True,Das gängige Modell zählt 7 Kontinente.,,,"[""geography"", ""true-false"", ""de"", ""grade-2"", ""diff-1""]",12800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,6,5,en,How many continents are there on Earth?,,,,7,Standard model is 7.,,,"[""geography"", ""number-input"", ""en"", ""grade-6"", ""diff-5""]",16000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,1,3,en,,There are 7 continents on Earth.,,,True,Common model counts 7 continents.,,,"[""geography"", ""true-false"", ""en"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,4,fr,Combien font 48 ÷ 8 ? (arrondir à l'entier le plus proche),,"[""5"", ""6"", ""8"", ""7""]",1,,Le résultat correct est 6.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-5"", ""diff-4""]",17000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,4,2,fr,Un carré a un côté de 21 cm. Quel est son périmètre ?,,"[""84"", ""80"", ""92"", ""88""]",0,,Le résultat correct est 84.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-4"", ""diff-2""]",13200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,1,en,A square has side 17 cm. What is its perimeter?,,"[""68"", ""72"", ""64"", ""76""]",0,,The correct result is 68.,,,"[""math"", ""arithmetic"", ""en"", ""grade-5"", ""diff-1""]",8000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,1,4,en,,36 is an even number.,,,True,Even numbers are divisible by 2.,,,"[""math"", ""true-false"", ""en"", ""grade-1"", ""diff-4""]",30600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,math,2,1,de,Welche Form ist auf dem Bild zu sehen?,,"[""Kreis"", ""Quadrat"", ""Dreieck"", ""Rechteck""]",3,,Erkenne die einfache geometrische Form.,,https://picsum.photos/seed/img644/400/300,"[""math"", ""image"", ""de"", ""grade-2"", ""diff-1""]",12800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,3,2,en,Approximately how tall (in meters) is the Eiffel Tower? (nearest whole number),,,,324,Eiffel Tower is ~324 m tall.,m,,"[""geography"", ""number-input"", ""en"", ""grade-3"", ""diff-2""]",15400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,5,2,fr,Combien de lettres contient le mot anglais 'computer' ?,,,,8,Comptez les lettres du mot anglais.,,,"[""language"", ""spelling"", ""fr"", ""grade-5"", ""diff-2""]",11000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,5,3,fr,,Mexico City est la capitale de Italy.,,,False,La capitale de Italy est Rome.,,,"[""geography"", ""true-false"", ""fr"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,6,1,de,Wieviel sind 40% von 120?,,,,48,40% von 120 = 120×40/100 = 48.,,,"[""math"", ""number-input"", ""de"", ""grade-6"", ""diff-1""]",6400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,math,6,4,en,Which animal is shown in the image?,,"[""Cat"", ""Dog"", ""Bird"", ""Fish""]",3,,Recognize the animal in the image.,,https://picsum.photos/seed/img649/400/300,"[""math"", ""image"", ""en"", ""grade-6"", ""diff-4""]",13600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,5,fr,Combien font 107 ÷ 12 ? (arrondir à l'entier le plus proche),,"[""10"", ""11"", ""9"", ""8""]",2,,Le résultat correct est 9.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-5"", ""diff-5""]",20000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,3,5,en,What is 68 − 2?,,"[""66"", ""65"", ""67"", ""68""]",0,,The correct result is 66.,,,"[""math"", ""arithmetic"", ""en"", ""grade-3"", ""diff-5""]",28000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,3,2,en,What is 30% of 200?,,,,60,30% of 200 = 200×30/100 = 60.,,,"[""math"", ""number-input"", ""en"", ""grade-3"", ""diff-2""]",15400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,1,1,de,,37 + 43 ist größer als 37 × 43.,,,False,Vergleiche Summe und Produkt.,,,"[""math"", ""true-false"", ""de"", ""grade-1"", ""diff-1""]",14400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,5,1,en,A rectangle has width 11cm and height 25cm. What is its area?,,,,275,Area = 11×25=275 cm².,cm^2,,"[""math"", ""number-input"", ""en"", ""grade-5"", ""diff-1""]",8000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,geography,1,1,de,Wie viele Kontinente gibt es auf der Erde?,,,,7,Das Standardmodell sind 7.,,,"[""geography"", ""number-input"", ""de"", ""grade-1"", ""diff-1""]",14400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,3,3,en,What is the plural of 'mouse'?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' is an irregular plural.,,,"[""language"", ""grammar"", ""en"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,4,3,en,,Bern is the capital of France.,,,False,The capital of France is Paris.,,,"[""geography"", ""true-false"", ""en"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,4,4,de,Wie heißt die Hauptstadt von Norway?,,"[""Rome"", ""Oslo"", ""Madrid"", ""Pristina""]",1,,Die Hauptstadt von Norway ist Oslo.,,,"[""geography"", ""capitals"", ""de"", ""grade-4"", ""diff-4""]",20400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
